Número de Extracto,Fecha Contable,Estado,Referencia,Fecha Efectiva,Descripción,Tipo,Monto,Banco,Cuenta Bancaria,Cuenta Contable,Sub-cuenta,Código de Transacción,Divisa
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D32100903,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,44442.17,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,M323002,2026-04-03,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,295.5,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D32300511,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,94949.12,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D32300511,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,5284.1,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,M330002,2026-04-03,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,1034.25,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D33000050,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,72245.17,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D33000250,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,146643.61,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D41300928,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,26136.56,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D41300928,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,143326.96,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D41300927,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,4014.33,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D41500761,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,35699.42,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42400430,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,189736.94,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42600167,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,15089.96,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,M428002,2026-04-03,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,19838.75,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800050,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,36154.33,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800676,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,20699.25,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800677,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,45967.19,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800674,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,2758.26,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800675,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,62977.58,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800759,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,52849.27,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800760,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,107384.32,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800753,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,19085.7,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800754,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,152975.31,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800466,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,10597.33,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800467,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,26843.45,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800757,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,16520.98,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800758,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,128614.5,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800544,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,127198.85,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800545,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,99262.33,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800670,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,5441.21,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800671,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,149824.22,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800580,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,2678.53,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800581,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,50865.71,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800744,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,57623.4,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D42800745,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,132221.38,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,C48000370,2026-04-03,LIQUIDACION T CREDITO VS MC BD-LIQUIDACION T CREDITO VS MC BD,CREDIT,14822.77,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017430,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,C48000636,2026-04-03,LIQUIDACION T CREDITO VS MC BD-LIQUIDACION T CREDITO VS MC BD,CREDIT,19623.83,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017430,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D48300774,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,90192.69,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,C48300020,2026-04-03,LIQUIDACION T CREDITO VS MC BD-LIQUIDACION T CREDITO VS MC BD,CREDIT,10771.72,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017430,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D48400736,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,114830.88,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D50400245,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,55071.58,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D50400245,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,117411.18,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D50700515,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,19675.81,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D50700516,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,110353.65,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D50700516,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,41650.73,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D50700516,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,12913.92,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D50700511,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,21298.37,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D50700512,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,161799.4,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D51000241,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,18804.42,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D51000242,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,86636.49,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D51000242,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,32269.87,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,M591002,2026-04-03,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,4002.82,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D59100178,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,14571.37,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D59300414,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,9733.87,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D59900005,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,462.08,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,M600002,2026-04-03,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,6739.57,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D60000360,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,9719.89,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D60100772,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,118177.54,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,M604002,2026-04-03,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,1321.96,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D60600238,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,80630.48,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D60800824,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,125197.53,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66000995,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,9046.57,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66200384,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,4057.43,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66200383,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,7422.13,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66200384,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,40721.98,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66600097,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,54950.36,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66700375,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,44585.64,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66700363,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,41179.21,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66800425,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,58217.9,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66800102,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,120034.47,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66800396,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,38451.0,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66900056,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,44915.09,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66900073,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,40803.25,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66900074,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,13685.56,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66900073,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,35995.9,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66900074,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,12559.18,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D66900075,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,61193.99,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D67100076,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,84057.8,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D67100073,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,41112.23,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D67100081,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,69055.32,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D67100073,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,25486.58,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D67100074,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,54665.52,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D67500164,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,40704.06,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D67500414,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,316325.06,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D68200183,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,18941.4,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D68200974,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,216661.87,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D69900194,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,2264.62,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D70000198,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,88729.07,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D80100120,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,27313.4,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D80100121,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,997.0,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D80100050,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,3340.05,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D80100124,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,34341.33,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D80100125,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,72265.42,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D80100139,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,55721.0,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D80100140,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,156340.68,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D80100139,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,30517.77,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D80100140,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,145390.13,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D80100142,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,49540.26,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D80100143,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,102253.43,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 03 al 03 18,2026-04-30,UNRECONCILED,D80100082,2026-04-03,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,4034.02,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
